0.50532 -0.03998 0.00317 0.03680
-0.02987 0.33205 -0.02534 -0.00188
-0.61567 0.03203 -0.00163 -0.02953
-0.01507 -0.82101 0.02071 -0.00049
0.55803 -0.08942 0.00581 0.03804
-0.13269 0.89202 -0.03518 -0.00486
-0.22431 0.02320 -0.00469 -0.03713
0.19185 -0.85100 0.03103 0.00725
0.77006 -0.00578 0.00013 0.02094
0.07714 0.87257 -0.03154 0.00264
-0.54842 -0.11722 0.00593 -0.02973
-0.02686 -0.55629 0.03080 -0.00152
0.46087 0.03085 -0.00286 0.03384
0.12616 0.98867 -0.02661 0.00349
-0.56437 -0.13798 0.00511 -0.02003
0.00342 -0.80586 0.02971 0.00021
0.96899 0.10970 -0.00319 0.02892
-0.04983 0.36102 -0.03307 -0.00409
-0.70005 -0.07959 0.00250 -0.02182
0.13587 -0.87634 0.02685 0.00437
0.28987 -0.02655 0.00361 0.03823
-0.00577 0.68194 -0.03524 -0.00022
-0.64853 0.05625 -0.00207 -0.02279
0.04489 -0.58728 0.03185 0.00252
0.53736 0.04306 -0.00253 0.03409
-0.15689 0.87413 -0.03200 -0.00547
-0.76454 0.01302 -0.00018 -0.02278
0.25745 -0.80784 0.03518 0.01143
0.51064 0.01933 -0.00160 0.03009
-0.06894 0.40510 -0.03524 -0.00604
-0.27251 0.03971 -0.00480 -0.02793
-0.01669 -0.18920 0.02543 -0.00135
0.59939 -0.04167 0.00163 0.02349
-0.11666 0.57489 -0.03236 -0.00675
-0.92406 -0.00900 0.00042 -0.03152
0.12360 -0.71921 0.02735 0.00437
0.80322 0.19860 -0.00925 0.03782
0.01111 0.29598 -0.02718 0.00031
-0.18017 -0.03222 0.00609 -0.02805
0.02867 -0.52548 0.02931 0.00143
0.67125 0.16324 -0.00760 0.03193
-0.14963 0.53168 -0.02372 -0.00681
-0.89399 0.09181 -0.00195 -0.02108
0.05710 -0.54881 0.03075 0.00349
0.77322 0.12059 -0.00610 0.03929
-0.00287 0.98452 -0.03587 -0.00016
-0.64600 -0.18405 0.01023 -0.03528
0.12430 -0.87471 0.03828 0.00521
0.88793 0.10353 -0.00421 0.03947
-0.13351 0.96261 -0.02606 -0.00372
-0.78061 -0.03986 0.00158 -0.03267
0.31792 -0.86956 0.02453 0.00904
0.86739 0.07375 -0.00241 0.02636
-0.17429 0.63454 -0.03786 -0.01087
-0.45218 -0.05514 0.00206 -0.01995
0.15168 -0.66576 0.02745 0.00585
0.87671 0.24657 -0.00994 0.03633
-0.11068 0.61944 -0.02970 -0.00506
-0.56104 -0.13232 0.00687 -0.02802
0.25885 -0.78411 0.02302 0.00780
0.95475 0.21102 -0.00547 0.02504
-0.26946 0.83902 -0.02888 -0.00941
-0.68992 -0.28715 0.01358 -0.03217
0.14372 -0.55914 0.03482 0.00858
0.86526 0.15021 -0.00500 0.02936
0.00283 0.66112 -0.02514 -0.00013
-0.75084 -0.22616 0.00785 -0.02667
0.13683 -0.88762 0.03145 0.00455
0.63033 0.07449 -0.00366 0.02997
-0.01621 0.07430 -0.02010 -0.00200
-0.63641 -0.04602 0.00278 -0.03982
0.06135 -0.64545 0.02732 0.00248
0.15166 0.01678 -0.00234 0.02225
-0.07144 0.71832 -0.02092 -0.00194
-0.22775 -0.06044 0.00984 -0.03567
0.11877 -0.86448 0.03364 0.00479
0.47881 0.22554 -0.01441 0.03005
-0.22830 0.85158 -0.02201 -0.00587
-0.82362 -0.28506 0.00968 -0.02816
0.14532 -0.84622 0.03859 0.00656
0.76054 0.17655 -0.00883 0.03783
-0.24997 0.78082 -0.03043 -0.00936
-0.71978 -0.05810 0.00196 -0.02681
0.29780 -0.67167 0.03607 0.01525
0.29658 0.07792 -0.00581 0.02132
-0.14255 0.45740 -0.03647 -0.01162
-0.56186 -0.04407 0.00270 -0.02895
0.09690 -0.45121 0.02169 0.00413
0.72832 0.26118 -0.01107 0.03150
-0.27303 0.60717 -0.03627 -0.01641
-0.79696 -0.21598 0.00660 -0.02372
0.27915 -0.61086 0.02011 0.00934
0.29283 0.15966 -0.01448 0.02770
-0.42814 0.89793 -0.03345 -0.01555
-0.71892 -0.32862 0.01079 -0.02366
0.39009 -0.67613 0.02252 0.01252
0.73155 0.18023 -0.00573 0.02408
-0.35703 0.81587 -0.03569 -0.01587
-0.66430 -0.29427 0.01117 -0.02552
0.12449 -0.44654 0.02705 0.00788
0.86221 0.23689 -0.00963 0.03572
-0.20090 0.44808 -0.02066 -0.00913
-0.84035 -0.32753 0.00976 -0.02423
0.27651 -0.64682 0.02022 0.00854
0.16615 0.08398 -0.01210 0.02743
-0.15805 0.44257 -0.03685 -0.01373
-0.77280 -0.11200 0.00571 -0.03807
0.33099 -0.78286 0.03352 0.01422
0.53901 0.30368 -0.01475 0.02687
-0.10703 0.56252 -0.03629 -0.00637
-0.91003 -0.12560 0.00364 -0.02585
0.10362 -0.38061 0.02746 0.00700
0.92916 0.22648 -0.00871 0.03717
-0.17578 0.57336 -0.02837 -0.00901
-0.76499 -0.27838 0.01247 -0.03423
0.14534 -0.27280 0.02134 0.01093
0.95380 0.29599 -0.00944 0.03111
-0.03310 0.19397 -0.02209 -0.00382
-0.21784 -0.10238 0.01225 -0.02460
0.35811 -0.62871 0.02824 0.01573
0.88295 0.30385 -0.00785 0.02292
-0.19367 0.48277 -0.02097 -0.00860
-0.89424 -0.33886 0.01180 -0.03110
0.38488 -0.67923 0.02564 0.01468
0.60608 0.37486 -0.01361 0.02160
-0.27217 0.57034 -0.02448 -0.01155
-0.63416 -0.21086 0.00948 -0.02889
0.14814 -0.33765 0.03202 0.01357
0.85943 0.37016 -0.00897 0.02073
-0.13396 0.35942 -0.03496 -0.01279
-0.66487 -0.44013 0.01430 -0.02186
0.37083 -0.65102 0.03240 0.01806
0.67338 0.36227 -0.01390 0.02555
-0.18042 0.69668 -0.02658 -0.00648
-0.54452 -0.14547 0.00695 -0.02648
0.10828 -0.22400 0.03095 0.01347
0.71769 0.20718 -0.00587 0.02018
-0.33674 0.50412 -0.01936 -0.01290
-0.56467 -0.28801 0.01400 -0.02804
0.24884 -0.47457 0.03534 0.01811
0.51183 0.31590 -0.01732 0.02778
-0.30186 0.79906 -0.03038 -0.01108
-0.64480 -0.31402 0.01630 -0.03325
0.45226 -0.81998 0.02473 0.01376
0.73327 0.29322 -0.01225 0.03203
-0.19332 0.54196 -0.02369 -0.00804
-0.71826 -0.50907 0.02214 -0.03121
0.03320 -0.08257 0.02141 0.00921
0.78040 0.46850 -0.01523 0.02581
-0.35686 0.47402 -0.02188 -0.01639
-0.22594 -0.07645 0.01220 -0.03583
0.48279 -0.55657 0.01667 0.01457
0.61935 0.20862 -0.01236 0.03598
-0.36980 0.62240 -0.02134 -0.01273
-0.62401 -0.37144 0.01162 -0.01982
0.61404 -0.74111 0.02354 0.01920
0.41043 0.30032 -0.01843 0.02608
-0.50776 0.65921 -0.02952 -0.02345
-0.61229 -0.21128 0.00710 -0.02075
0.19247 -0.55332 0.02605 0.00871
0.43178 0.28482 -0.01213 0.01884
-0.22988 0.56565 -0.02500 -0.01028
-0.41178 -0.22577 0.01082 -0.01918
0.50386 -0.86149 0.02058 0.01185
0.69126 0.34599 -0.00938 0.01903
-0.37244 0.92698 -0.03032 -0.01186
-0.16524 -0.12187 0.01629 -0.02368
0.37335 -0.86136 0.02641 0.01119
0.84243 0.38857 -0.01084 0.02345
-0.21312 0.39102 -0.01889 -0.01022
-0.67662 -0.25248 0.00937 -0.02448
0.42758 -0.85134 0.02712 0.01358
0.86867 0.44007 -0.01175 0.02272
-0.43331 0.50969 -0.02187 -0.01834
-0.63649 -0.55707 0.02573 -0.02913
0.55096 -0.83125 0.02169 0.01457
0.77240 0.49946 -0.01570 0.02419
-0.18573 0.27298 -0.02266 -0.01555
-0.63459 -0.56906 0.02279 -0.02569
0.11808 -0.25633 0.02247 0.01062
0.21438 0.15303 -0.01923 0.02521
